Transaction,Type,Currency,Amount,USD Equivalent,Details,Outstanding Loan,Date / Time
NXTqWpnDdZK3e,Withdrawal,BTC,-0.02430900,$939.74678960192,approved / BTC withdrawal,$0.00,2022-03-11 18:26:38
NXTTrCDMlxSJH,Interest,BTC,0.00000325,$0.12,approved / BTC Interest Earned,$0.00,2022-03-11 07:00:06
NXTbId5Ihe5nZ,Interest,NEXONEXO,0.04150143,$0.08,approved / NEXO Interest Earned,$0.00,2022-03-11 07:00:06
NXTpWZxaBlhMk,Interest,NEXONEXO,0.04149374,$0.08,approved / NEXO Interest Earned,$0.00,2022-03-10 07:00:06
NXTCOHnsgnkmX,Interest,BTC,0.00000325,$0.12,approved / BTC Interest Earned,$0.00,2022-03-10 07:00:06
NXTtTrN17Cu87,Interest,NEXONEXO,0.04148605,$0.09,approved / NEXO Interest Earned,$0.00,2022-03-09 07:00:06
NXTpSUaKB0cdj,Interest,BTC,0.00000325,$0.13,approved / BTC Interest Earned,$0.00,2022-03-09 07:00:06
NXTlUt4sg4gpl,Interest,NEXONEXO,0.04147836,$0.08,approved / NEXO Interest Earned,$0.00,2022-03-08 07:00:06
NXT2XE11VvQfz,Interest,BTC,0.00000325,$0.12,approved / BTC Interest Earned,$0.00,2022-03-08 07:00:06
NXTavaoJCy0Mb,Interest,NEXONEXO,0.04147067,$0.07,approved / NEXO Interest Earned,$0.00,2022-03-07 07:00:06
NXTz77lBbotQf,Interest,BTC,0.00000325,$0.12,approved / BTC Interest Earned,$0.00,2022-03-07 07:00:06
NXTZk5hHL58xr,Interest,BTC,0.00000325,$0.12,approved / BTC Interest Earned,$0.00,2022-03-06 07:00:06
NXT6oG43RFalp,Interest,NEXONEXO,0.04146299,$0.08,approved / NEXO Interest Earned,$0.00,2022-03-06 07:00:06
NXTJ83r49aV5r,Interest,NEXONEXO,0.04145530,$0.08,approved / NEXO Interest Earned,$0.00,2022-03-05 07:00:06
NXTacposV4Hq6,Interest,BTC,0.00000325,$0.12,approved / BTC Interest Earned,$0.00,2022-03-05 07:00:06
NXTW0291oge05,Interest,NEXONEXO,0.04144762,$0.08,approved / NEXO Interest Earned,$0.00,2022-03-04 07:00:06
NXTv9FsKVw5uP,Interest,BTC,0.00000325,$0.13,approved / BTC Interest Earned,$0.00,2022-03-04 07:00:06
NXTCtA2qI5M5h,Interest,BTC,0.00000325,$0.14,approved / BTC Interest Earned,$0.00,2022-03-03 07:00:05
NXTYN9JbeYnJe,Interest,NEXONEXO,0.04143994,$0.08,approved / NEXO Interest Earned,$0.00,2022-03-03 07:00:05
NXTbtHtXrvEwg,Interest,BTC,0.00000325,$0.14,approved / BTC Interest Earned,$0.00,2022-03-02 07:00:06
NXTyrYCB1QR0E,Interest,NEXONEXO,0.04143225,$0.08,approved / NEXO Interest Earned,$0.00,2022-03-02 07:00:06
NXTiC6yZ1UGdI,Interest,BTC,0.00000324,$0.13,approved / BTC Interest Earned,$0.00,2022-03-01 07:00:06
NXTW9UqsmAD9G,Interest,NEXONEXO,0.04142457,$0.08,approved / NEXO Interest Earned,$0.00,2022-03-01 07:00:06
NXTFfbiVhGkVs,Interest,BTC,0.00000324,$0.12,approved / BTC Interest Earned,$0.00,2022-02-28 07:00:05
NXTDXDG6gOb9Z,Interest,NEXONEXO,0.04141690,$0.07,approved / NEXO Interest Earned,$0.00,2022-02-28 07:00:05
NXTebzpxtlxlK,Interest,BTC,0.00000324,$0.12,approved / BTC Interest Earned,$0.00,2022-02-27 07:00:06
NXTI0mreRtF56,Interest,NEXONEXO,0.04140922,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-27 07:00:06
NXTrOnssaoVPC,Interest,BTC,0.00000324,$0.12,approved / BTC Interest Earned,$0.00,2022-02-26 07:00:06
NXTLzWCy2HqYB,Interest,NEXONEXO,0.04140155,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-26 07:00:06
NXTlWO2oyA2KX,Interest,NEXONEXO,0.04139387,$0.07,approved / NEXO Interest Earned,$0.00,2022-02-25 07:00:06
NXTB3U5UaMuZl,Interest,BTC,0.00000324,$0.12,approved / BTC Interest Earned,$0.00,2022-02-25 07:00:06
NXTC6Gdr1tV9X,Interest,BTC,0.00000324,$0.11,approved / BTC Interest Earned,$0.00,2022-02-24 07:00:06
NXT9xsBS11LnE,Interest,NEXONEXO,0.04138620,$0.06,approved / NEXO Interest Earned,$0.00,2022-02-24 07:00:06
NXTwcwjaV4viw,Interest,NEXONEXO,0.04137853,$0.07,approved / NEXO Interest Earned,$0.00,2022-02-23 07:00:07
NXTzjhDlAHTx3,Interest,BTC,0.00000324,$0.12,approved / BTC Interest Earned,$0.00,2022-02-23 07:00:07
NXThjBXYbR8Fw,Interest,NEXONEXO,0.04137086,$0.07,approved / NEXO Interest Earned,$0.00,2022-02-22 07:00:08
NXTRsDWjpzoxJ,Interest,BTC,0.00000324,$0.11,approved / BTC Interest Earned,$0.00,2022-02-22 07:00:08
NXTELlPiTFACM,Interest,NEXONEXO,0.04136319,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-21 07:00:08
NXTCnBQMpo9LP,Interest,BTC,0.00000324,$0.12,approved / BTC Interest Earned,$0.00,2022-02-21 07:00:08
NXTK6V8SipHfy,Interest,BTC,0.00000324,$0.12,approved / BTC Interest Earned,$0.00,2022-02-20 07:00:07
NXTHy6g3hx8Jf,Interest,NEXONEXO,0.04135552,$0.07,approved / NEXO Interest Earned,$0.00,2022-02-20 07:00:07
NXTHJ9VxQO4cq,Interest,NEXONEXO,0.04134786,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-19 07:00:07
NXT7JIOVdfEQf,Interest,BTC,0.00000324,$0.13,approved / BTC Interest Earned,$0.00,2022-02-19 07:00:07
NXT7MS90hXbPq,Interest,NEXONEXO,0.04134019,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-18 07:00:07
NXTSSZ6P93cIt,Interest,BTC,0.00000324,$0.13,approved / BTC Interest Earned,$0.00,2022-02-18 07:00:07
NXT0O34yoUHKH,Interest,BTC,0.00000324,$0.14,approved / BTC Interest Earned,$0.00,2022-02-17 07:00:08
NXTdk1Na5T5bp,Interest,NEXONEXO,0.04133253,$0.09,approved / NEXO Interest Earned,$0.00,2022-02-17 07:00:08
NXTbtXYRs5URN,Interest,NEXONEXO,0.04132487,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-16 07:00:08
NXTichm4avaJd,Interest,BTC,0.00000324,$0.14,approved / BTC Interest Earned,$0.00,2022-02-16 07:00:08
NXTU5EduA7Aag,Interest,BTC,0.00000324,$0.14,approved / BTC Interest Earned,$0.00,2022-02-15 07:00:09
NXTXx4VTJIjT3,Interest,NEXONEXO,0.04131721,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-15 07:00:09
NXTnxFDUIYpJ6,Interest,BTC,0.00000324,$0.13,approved / BTC Interest Earned,$0.00,2022-02-14 07:00:08
NXTUoFo9lN5dS,Interest,NEXONEXO,0.04130955,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-14 07:00:08
NXT7kBZ8Lo8Mt,Interest,BTC,0.00000324,$0.13,approved / BTC Interest Earned,$0.00,2022-02-13 07:00:07
NXTeV2Kq7gmP4,Interest,NEXONEXO,0.04130190,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-13 07:00:07
NXT9xNk8rEYdX,Interest,BTC,0.00000324,$0.13,approved / BTC Interest Earned,$0.00,2022-02-12 07:00:08
NXTaTFJ6jRJEM,Interest,NEXONEXO,0.04129424,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-12 07:00:08
NXTCHO8IlOU5h,Interest,BTC,0.00000324,$0.13,approved / BTC Interest Earned,$0.00,2022-02-11 07:00:08
NXTGQnbivKhCy,Interest,NEXONEXO,0.04128659,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-11 07:00:08
NXTTRBmQVWqwS,Interest,NEXONEXO,0.04127894,$0.09,approved / NEXO Interest Earned,$0.00,2022-02-10 07:00:05
NXTcU1MnLmyJv,Interest,BTC,0.00000324,$0.14,approved / BTC Interest Earned,$0.00,2022-02-10 07:00:05
NXTWGRvLCSIKr,Interest,NEXONEXO,0.04127128,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-09 07:00:06
NXTQfptxGt9xy,Interest,BTC,0.00000324,$0.14,approved / BTC Interest Earned,$0.00,2022-02-09 07:00:06
NXT6j1ek13U12,Interest,BTC,0.00000324,$0.14,approved / BTC Interest Earned,$0.00,2022-02-08 07:00:06
NXTOogpThZily,Interest,NEXONEXO,0.04126364,$0.09,approved / NEXO Interest Earned,$0.00,2022-02-08 07:00:06
NXTXyG9t7dlo7,Interest,BTC,0.00000324,$0.13,approved / BTC Interest Earned,$0.00,2022-02-07 07:00:06
NXTveXM0jj8vw,Interest,NEXONEXO,0.04125599,$0.09,approved / NEXO Interest Earned,$0.00,2022-02-07 07:00:06
NXTIWERnONU9C,Interest,BTC,0.00000323,$0.13,approved / BTC Interest Earned,$0.00,2022-02-06 07:00:06
NXTgCVdv0SrH1,Interest,NEXONEXO,0.04124834,$0.09,approved / NEXO Interest Earned,$0.00,2022-02-06 07:00:06
NXTEJzUm6v5nA,Interest,BTC,0.00000323,$0.13,approved / BTC Interest Earned,$0.00,2022-02-05 07:00:06
NXTc0Ggtj0Suz,Interest,NEXONEXO,0.04124069,$0.09,approved / NEXO Interest Earned,$0.00,2022-02-05 07:00:06
NXTgHo7e9A94L,Interest,NEXONEXO,0.04123305,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-04 07:00:06
NXTjk1gd3r84v,Interest,BTC,0.00000323,$0.12,approved / BTC Interest Earned,$0.00,2022-02-04 07:00:06
NXTVUr8FyH3wj,Interest,BTC,0.00000323,$0.11,approved / BTC Interest Earned,$0.00,2022-02-03 07:00:06
NXTGrPWVCRoCN,Interest,NEXONEXO,0.04122541,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-03 07:00:06
NXTGFaYtupRPq,Interest,BTC,0.00000323,$0.12,approved / BTC Interest Earned,$0.00,2022-02-02 07:00:05
NXTPIQ9Gl5YnJ,Interest,NEXONEXO,0.04121777,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-02 07:00:05
NXTXgSJFBBjPz,Interest,BTC,0.00000323,$0.12,approved / BTC Interest Earned,$0.00,2022-02-01 07:00:05
NXTS5qHrFcb36,Interest,NEXONEXO,0.04121013,$0.08,approved / NEXO Interest Earned,$0.00,2022-02-01 07:00:05
NXTYMsCiLG9gs,Interest,NEXONEXO,0.04120249,$0.07,approved / NEXO Interest Earned,$0.00,2022-01-31 07:00:05
NXTw39OpxLWoh,Interest,BTC,0.00000323,$0.11,approved / BTC Interest Earned,$0.00,2022-01-31 07:00:05
NXT2YGx7QfQdb,Interest,BTC,0.00000323,$0.12,approved / BTC Interest Earned,$0.00,2022-01-30 07:00:05
NXTwxevjV6IGi,Interest,NEXONEXO,0.04119485,$0.07,approved / NEXO Interest Earned,$0.00,2022-01-30 07:00:05
NXTQIkL69v5yW,Interest,NEXONEXO,0.04118722,$0.07,approved / NEXO Interest Earned,$0.00,2022-01-29 07:00:05
NXTZLZvT0BDLz,Interest,BTC,0.00000323,$0.12,approved / BTC Interest Earned,$0.00,2022-01-29 07:00:05
NXTnqSaLDM6BP,Interest,BTC,0.00000323,$0.12,approved / BTC Interest Earned,$0.00,2022-01-28 07:00:04
NXT0LVjgyJCZS,Interest,NEXONEXO,0.04117958,$0.07,approved / NEXO Interest Earned,$0.00,2022-01-28 07:00:04
NXTchwV1u7Kfb,Interest,BTC,0.00000323,$0.11,approved / BTC Interest Earned,$0.00,2022-01-27 07:00:04
NXTL8CKOMIRsS,Interest,NEXONEXO,0.04117195,$0.07,approved / NEXO Interest Earned,$0.00,2022-01-27 07:00:04
NXTEtM6qTdxAb,Interest,BTC,0.00000323,$0.12,approved / BTC Interest Earned,$0.00,2022-01-26 07:00:04
NXTu8xz51sjbm,Interest,NEXONEXO,0.04116432,$0.07,approved / NEXO Interest Earned,$0.00,2022-01-26 07:00:04
NXTDkh8yx81qy,Interest,BTC,0.00000323,$0.11,approved / BTC Interest Earned,$0.00,2022-01-25 07:00:05
NXTZUW2O0oxmw,Interest,NEXONEXO,0.04115669,$0.07,approved / NEXO Interest Earned,$0.00,2022-01-25 07:00:05
NXTM9OYIjA2VC,Interest,BTC,0.00000323,$0.11,approved / BTC Interest Earned,$0.00,2022-01-24 07:00:04
NXTkdAMNUhPpi,Interest,NEXONEXO,0.04114906,$0.07,approved / NEXO Interest Earned,$0.00,2022-01-24 07:00:04
NXTmcEbRi86do,Interest,BTC,0.00000323,$0.11,approved / BTC Interest Earned,$0.00,2022-01-23 07:00:04
NXTSsLzBptuxT,Interest,NEXONEXO,0.04114143,$0.07,approved / NEXO Interest Earned,$0.00,2022-01-23 07:00:04
NXTcCgiIrz730,Interest,BTC,0.00000323,$0.11,approved / BTC Interest Earned,$0.00,2022-01-22 07:00:04
NXTBiZ8YJJVz4,Interest,NEXONEXO,0.04113381,$0.07,approved / NEXO Interest Earned,$0.00,2022-01-22 07:00:04
NXTUdeCAO9hUV,Interest,NEXONEXO,0.04112618,$0.08,approved / NEXO Interest Earned,$0.00,2022-01-21 07:00:04
NXTiIKHctz4tG,Interest,BTC,0.00000323,$0.12,approved / BTC Interest Earned,$0.00,2022-01-21 07:00:04
NXTXL56ehIBWM,Interest,BTC,0.00000323,$0.13,approved / BTC Interest Earned,$0.00,2022-01-20 07:00:04
NXTQSNxuBRN25,Interest,NEXONEXO,0.04111856,$0.09,approved / NEXO Interest Earned,$0.00,2022-01-20 07:00:04
NXTkZGrS0avbn,Interest,BTC,0.00000323,$0.13,approved / BTC Interest Earned,$0.00,2022-01-19 07:00:04
NXT8W2vYfpdTB,Interest,NEXONEXO,0.04111094,$0.09,approved / NEXO Interest Earned,$0.00,2022-01-19 07:00:04
NXThfKU69NBdU,Interest,NEXONEXO,0.04110332,$0.09,approved / NEXO Interest Earned,$0.00,2022-01-18 07:00:04
NXTNCVyBiMcJZ,Interest,BTC,0.00000323,$0.13,approved / BTC Interest Earned,$0.00,2022-01-18 07:00:04
NXTgT5Wh6vheM,Interest,NEXONEXO,0.04109570,$0.09,approved / NEXO Interest Earned,$0.00,2022-01-17 07:00:03
NXTbKuWygzcBU,Interest,BTC,0.00000323,$0.13,approved / BTC Interest Earned,$0.00,2022-01-17 07:00:03
NXT091cxzj0JB,Interest,BTC,0.00000323,$0.13,approved / BTC Interest Earned,$0.00,2022-01-16 07:00:04
NXTkugoHsrIY8,Interest,NEXONEXO,0.04108809,$0.09,approved / NEXO Interest Earned,$0.00,2022-01-16 07:00:04
NXT3WdQcZ3GGh,Interest,BTC,0.00000323,$0.13,approved / BTC Interest Earned,$0.00,2022-01-15 07:00:04
NXTotBornE0WL,Interest,NEXONEXO,0.04108047,$0.09,approved / NEXO Interest Earned,$0.00,2022-01-15 07:00:04
NXTGPVqJUGgVh,Interest,NEXONEXO,0.04107286,$0.09,approved / NEXO Interest Earned,$0.00,2022-01-14 07:00:04
NXTc1xIKg9WqK,Interest,BTC,0.00000323,$0.13,approved / BTC Interest Earned,$0.00,2022-01-14 07:00:04
NXT2GCCPmuWiI,Interest,NEXONEXO,0.04106524,$0.09,approved / NEXO Interest Earned,$0.00,2022-01-13 07:00:04
NXTsLyX8YScaZ,Interest,BTC,0.00000322,$0.14,approved / BTC Interest Earned,$0.00,2022-01-13 07:00:04
NXTamR4I0CzrE,Interest,BTC,0.00000322,$0.13,approved / BTC Interest Earned,$0.00,2022-01-12 07:00:03
NXT1QLJz69g4w,Interest,NEXONEXO,0.04105763,$0.09,approved / NEXO Interest Earned,$0.00,2022-01-12 07:00:03
NXTiccCjCM9lm,Interest,BTC,0.00000322,$0.13,approved / BTC Interest Earned,$0.00,2022-01-11 07:00:04
NXTYHhUzloMGv,Interest,NEXONEXO,0.04105002,$0.08,approved / NEXO Interest Earned,$0.00,2022-01-11 07:00:04
NXTXBLka1uAu0,Interest,BTC,0.00000322,$0.13,approved / BTC Interest Earned,$0.00,2022-01-10 07:00:04
NXT3uSX4UFfPI,Interest,NEXONEXO,0.04104241,$0.08,approved / NEXO Interest Earned,$0.00,2022-01-10 07:00:04
NXTgStAgr5N0C,Interest,NEXONEXO,0.04103481,$0.08,approved / NEXO Interest Earned,$0.00,2022-01-09 07:00:05
NXTdHATgzXijB,Interest,BTC,0.00000322,$0.13,approved / BTC Interest Earned,$0.00,2022-01-09 07:00:05
NXTobier1aUez,Interest,NEXONEXO,0.04102720,$0.08,approved / NEXO Interest Earned,$0.00,2022-01-08 07:00:04
NXTBjvN8ZlsoL,Interest,BTC,0.00000322,$0.13,approved / BTC Interest Earned,$0.00,2022-01-08 07:00:04
NXTrl55NLpIVL,Interest,NEXONEXO,0.04101960,$0.08,approved / NEXO Interest Earned,$0.00,2022-01-07 07:00:05
NXTEhLdyRWyUF,Interest,BTC,0.00000322,$0.13,approved / BTC Interest Earned,$0.00,2022-01-07 07:00:05
NXTYWVBxOWlt1,Interest,NEXONEXO,0.04101199,$0.09,approved / NEXO Interest Earned,$0.00,2022-01-06 07:00:04
NXTiIGfynZGu4,Interest,BTC,0.00000322,$0.13,approved / BTC Interest Earned,$0.00,2022-01-06 07:00:04
NXTY5BsEyfBc7,Interest,BTC,0.00000322,$0.14,approved / BTC Interest Earned,$0.00,2022-01-05 07:00:05
NXT6hwEMiGeH2,Interest,NEXONEXO,0.04100439,$0.1,approved / NEXO Interest Earned,$0.00,2022-01-05 07:00:05
NXTUwu6dzUjuv,Interest,BTC,0.00000322,$0.14,approved / BTC Interest Earned,$0.00,2022-01-04 07:00:04
NXTPSamly8Ne2,Interest,NEXONEXO,0.04099679,$0.1,approved / NEXO Interest Earned,$0.00,2022-01-04 07:00:04
NXTPysEMxo6bf,Interest,NEXONEXO,0.04098919,$0.11,approved / NEXO Interest Earned,$0.00,2022-01-03 07:00:05
NXTZzObA6SmpO,Interest,BTC,0.00000322,$0.15,approved / BTC Interest Earned,$0.00,2022-01-03 07:00:05
NXT548rzjXyJb,Interest,NEXONEXO,0.04098159,$0.1,approved / NEXO Interest Earned,$0.00,2022-01-02 07:00:05
NXTJFohQLg1BU,Interest,BTC,0.00000322,$0.15,approved / BTC Interest Earned,$0.00,2022-01-02 07:00:05
NXTp9nZQRkMPH,Interest,NEXONEXO,0.04097400,$0.09,approved / NEXO Interest Earned,$0.00,2022-01-01 07:00:05
NXTPdcWuvjgjM,Interest,BTC,0.00000322,$0.15,approved / BTC Interest Earned,$0.00,2022-01-01 07:00:05
NXTHkKX7BLLbE,Interest,NEXONEXO,0.04096640,$0.09,approved / NEXO Interest Earned,$0.00,2021-12-31 07:00:05
NXTGV48psC8W4,Interest,BTC,0.00000322,$0.15,approved / BTC Interest Earned,$0.00,2021-12-31 07:00:05
NXThMVTI6bKLR,Interest,NEXONEXO,0.04095881,$0.09,approved / NEXO Interest Earned,$0.00,2021-12-30 07:00:04
NXTjBaKcnBfvx,Interest,BTC,0.00000322,$0.15,approved / BTC Interest Earned,$0.00,2021-12-30 07:00:04
NXTg0Nope1Vao,Interest,BTC,0.00000322,$0.15,approved / BTC Interest Earned,$0.00,2021-12-29 07:00:05
NXTtBY8kgcWaD,Interest,NEXONEXO,0.04095122,$0.09,approved / NEXO Interest Earned,$0.00,2021-12-29 07:00:05
NXT6zCafkEn1W,Interest,BTC,0.00000322,$0.15,approved / BTC Interest Earned,$0.00,2021-12-28 07:00:05
NXTK5oCICABRo,Interest,NEXONEXO,0.04094363,$0.09,approved / NEXO Interest Earned,$0.00,2021-12-28 07:00:05
NXTxoR0FmwkTF,Interest,NEXONEXO,0.04093604,$0.1,approved / NEXO Interest Earned,$0.00,2021-12-27 07:00:05
NXT6PUoITVeyF,Interest,BTC,0.00000322,$0.16,approved / BTC Interest Earned,$0.00,2021-12-27 07:00:05
NXTaIMeAXegpL,Interest,BTC,0.00000322,$0.16,approved / BTC Interest Earned,$0.00,2021-12-26 07:00:04
NXTiiZ2OjLCfE,Interest,NEXONEXO,0.04092845,$0.09,approved / NEXO Interest Earned,$0.00,2021-12-26 07:00:04
NXTTwAPJrQZZ2,Interest,NEXONEXO,0.04092087,$0.09,approved / NEXO Interest Earned,$0.00,2021-12-25 07:00:04
NXTPNnseovcbW,Interest,BTC,0.00000322,$0.16,approved / BTC Interest Earned,$0.00,2021-12-25 07:00:04
NXTOvNWYX9KXr,Interest,NEXONEXO,0.04091328,$0.09,approved / NEXO Interest Earned,$0.00,2021-12-24 07:00:04
NXTayeta8PE3R,Interest,BTC,0.00000322,$0.16,approved / BTC Interest Earned,$0.00,2021-12-24 07:00:04
NXTIvFtGTnclG,Interest,BTC,0.00000322,$0.15,approved / BTC Interest Earned,$0.00,2021-12-23 07:00:04
NXT2pWzfyk8Fx,Interest,NEXONEXO,0.04090570,$0.09,approved / NEXO Interest Earned,$0.00,2021-12-23 07:00:04
NXTTOtCdhrwku,Interest,NEXONEXO,0.04089812,$0.09,approved / NEXO Interest Earned,$0.00,2021-12-22 07:00:04
NXTz3b0fLwcq9,Interest,BTC,0.00000322,$0.15,approved / BTC Interest Earned,$0.00,2021-12-22 07:00:04
NXTOkttNKwoZI,Interest,NEXONEXO,0.04089054,$0.08,approved / NEXO Interest Earned,$0.00,2021-12-21 07:00:05
NXTiUN16bVWlq,Interest,BTC,0.00000321,$0.15,approved / BTC Interest Earned,$0.00,2021-12-21 07:00:05
NXT8gGPE1LOPg,Interest,NEXONEXO,0.04088296,$0.08,approved / NEXO Interest Earned,$0.00,2021-12-20 07:00:05
NXTx65JDHeNpf,Interest,BTC,0.00000321,$0.14,approved / BTC Interest Earned,$0.00,2021-12-20 07:00:05
NXTC7JsnJQZ9Y,Interest,NEXONEXO,0.04087538,$0.09,approved / NEXO Interest Earned,$0.00,2021-12-19 07:00:05
NXTc0YFcX3iCn,Interest,BTC,0.00000321,$0.15,approved / BTC Interest Earned,$0.00,2021-12-19 07:00:05
NXTjaLxGd9G2O,Interest,NEXONEXO,0.04086780,$0.09,approved / NEXO Interest Earned,$0.00,2021-12-18 07:00:04
NXTsdBXdTPNPr,Interest,BTC,0.00000321,$0.14,approved / BTC Interest Earned,$0.00,2021-12-18 07:00:04
NXT7OaUZny41j,Interest,BTC,0.00000321,$0.15,approved / BTC Interest Earned,$0.00,2021-12-17 07:00:05
NXT03SK9mUCdR,Interest,NEXONEXO,0.04086023,$0.09,approved / NEXO Interest Earned,$0.00,2021-12-17 07:00:05
